M_PR_UID	M_PR_NAME	M_PR_INCHIKEY	M_PR_SMILE-CAN-OB	M_PR_FORMULA	M_PR_CHARGE
186334640	2-oxopropaneperoxoic acid	BXASKOSTAOGNPV	CC(=O)C(=O)OO	C3H4O4	0.0
187187929	carbamoperoxoic acid	VSKFADHADUWCCL	NC(=O)OO	CH3NO3	0.0
189689054	2-methylfuran-3,4-diol	LAYHAIBAHFCCKU	Oc1coc(c1O)C	C5H6O3	0.0
190967545	[(2R,3R,4R,5R)-2-(4-amino-2-oxo-1-pyrimidinyl)-4-hydroxy-5-(hydroxymethyl)-3-oxolanyl] [hydroxy(phosphonooxy)phosphoryl] hydrogen phosphate	ZSNCIQYHPZRIPF	OCC1OC(C(C1O)OP(=O)(OP(=O)(OP(=O)(O)O)O)O)n1ccc(nc1=O)N	C9H16N3O14P3	0.0
190967556	[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1-pyrimidinyl)-4-hydroxy-2-(hydroxymethyl)-3-oxolanyl] [hydroxy(phosphonooxy)phosphoryl] hydrogen phosphate	PPVZNRKBHKVUHF	OCC1OC(C(C1OP(=O)(OP(=O)(OP(=O)(O)O)O)O)O)n1ccc(nc1=O)N	C9H16N3O14P3	0.0
190967567	[(2R,3S,4R,5R)-5-(2,4-dioxo-1-pyrimidinyl)-4-hydroxy-2-(hydroxymethyl)-3-oxolanyl] phosphono hydrogen phosphate	AGEJCGUMJAVGJR	OCC1OC(C(C1OP(=O)(OP(=O)(O)O)O)O)n1ccc(=O)[nH]c1=O	C9H14N2O12P2	0.0
191142417	[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1-pyrimidinyl)-4-hydroxy-2-(hydroxymethyl)-3-oxolanyl] phosphono hydrogen phosphate	HSQZVTPEUFOJIX	OCC1OC(C(C1OP(=O)(OP(=O)(O)O)O)O)n1ccc(nc1=O)N	C9H15N3O11P2	0.0
191988592	2-aminoethene-1,1,2-triol	PCTJDEJDBMLTGA	OC(=C(O)N)O	C2H5NO3	0.0
193558320	1-propene-1,1,2-triol	MHOUIRNWGFLPHM	OC(=C(O)C)O	C3H6O3	0.0
193808821	1-hydroxybutane-2,3-dione	NXIVQSJQXMAXJR	CC(=O)C(=O)CO	C4H6O3	0.0
194058756	4-amino-1,3-dihydroxy-2-butanone	HVTGQMWTDDUILK	NCC(C(=O)CO)O	C4H9NO3	0.0
194077374	1-aminoprop-2-ene-1,2-diol	IDWKIQVRKNHKAF	OC(=C)C(O)N	C3H7NO2	0.0
210356694	3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoic acid	ABTZMSOARGMKMK	COc1cc(ccc1O)C(CC(=O)O)O	C10H12O5	0.0
213775159	3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-2-(3,4,5-trihydroxyphenyl)-1-benzopyran-7-one	ZQMDJECDLYTUCE	OCC1OC(Oc2cc(=O)cc3c2cc(OC2OC(CO)C(C(C2O)O)O)c(o3)c2cc(O)c(c(c2)O)O)C(C(C1O)O)O	C27H30O17	0.0
213777292	[(4S,4aS,6S,12aS)-4-(dimethylammonio)-6,10,12a-trihydroxy-6-methyl-1,3,11,12-tetraoxo-4a,5-dihydro-4H-tetracen-2-ylidene]-aminomethanolate	FXWMFFVSXBNAAZ	[O-]C(=C1C(=O)C([NH+](C)C)C2C(C1=O)(O)C(=O)C1=C(C2)C(C)(O)c2c(C1=O)c(O)ccc2)N	C22H22N2O8	0.0
213782071	2-hydroxy-4-[3-hydroxy-7-oxo-5-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-1-benzopyran-2-yl]phenolate	GMRSKDNJSHIDNL	OCC1OC(Oc2cc(=O)cc3c2cc(O)c(o3)c2ccc(c(c2)O)[O-])C(C(C1O)O)O	C21H19O11-	-1.0
214208832	3-(4-oxido-1H-imidazol-5-yl)propanoate	OWVUGOIAIJBQNX	[O-]C(=O)CCc1[nH]cnc1[O-]	C6H6N2O3--	-2.0
277642754	(2S)-5-[[(2R)-1-(carboxymethylamino)-3-mercapto-1-oxopropan-2-yl]amino]-2-formamido-5-oxopentanoic acid	ZPAVDMSDYRVQJR	O=CNC(C(=O)O)CCC(=O)NC(C(=O)NCC(=O)O)CS	C11H17N3O7S	0.0
277672435	(2S,3R)-2-formamido-3-hydroxybutanoic acid	XPMTWLZSOSJMDJ	O=CNC(C(=O)O)C(O)C	C5H9NO4	0.0
278989958	(3R,4R,5R)-5-(1-carboxyethenoxy)-3,4-dihydroxy-1-cyclohexenecarboxylic acid	PIUBYZZPBXJIFU	OC1C(OC(=C)C(=O)O)CC(=CC1O)C(=O)O	C10H12O7	0.0
282818792	12-Sulfooxyjasmonate	MLUJBNROAVANKK	OC(=O)CC1CCC(=O)C1CC=CCCOS(=O)(=O)O	C12H18O7S	0.0
283961194	(2S)-2-[[(2R)-2-hydroxypropanoyl]amino]propanoic acid	WOCQGWHMXPRWHW	OC(=O)C(NC(=O)C(O)C)C	C6H11NO4	0.0
286230146	(2S)-2-[[(4S)-4-carboxy-4-[[(4S)-4-carboxy-4-[[(2S)-2-[hydroxy-[(2R,3S,4S)-2,3,4-trihydroxy-5-(2,4,8-trioxo-1H-pyrimido[4,5-b]quinolin-10-yl)pentoxy]phosphoryl]oxypropanoyl]amino]butanoyl]amino]butanoyl]amino]pentanedioic acid	LALSYVIZWOHSSQ	O=C(NC(C(=O)O)CCC(=O)NC(C(=O)O)CCC(=O)O)CCC(C(=O)O)NC(=O)C(OP(=O)(OCC(C(C(Cn1c2cc(=O)ccc2cc2c1[nH]c(=O)[nH]c2=O)O)O)O)O)C	C34H43N6O21P	0.0
299814479	4-hydroxypentane-2,3-dione	RTDSPOFKRLKRCI	CC(C(=O)C(=O)C)O	C5H8O3	0.0
305267042	(2R,3S,4S,5R)-2-(hydroxymethyl)-6-[[(2R,3R,4S,5R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R)-4,5,6-trihydroxy-3-[[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-2-oxanyl]methoxy]-2-oxanyl]methoxy]-2-oxanyl]methoxy]oxane-3,4,5-triol	NWKBZWNEGJTPRJ	OCC1OC(OCC2OC(OCC3OC(OCC4OC(O)C(C(C4OC4OC(CO)C(C(C4O)O)O)O)O)C(C(C3O)O)O)C(C(C2O)O)O)C(C(C1O)O)O	C30H52O26	0.0
305747815	Calicheamicin T0	HIXBTEQHDWBCIJ	CSSSCC=C1C2=C(NC(=O)OC)C(=O)CC1(O)C#CC=CC#CC2OC1OC(C)C(C(C1O)O)NO	C24H28N2O9S3	0.0
324314116	[(2S)-2-hydroxy-2-[(2S,4S)-4-hydroxy-3,5-dioxo-2-oxolanyl]ethyl] dihydrogen phosphate	RMHHZMJOLCRZIV	OC(C1OC(=O)C(C1=O)O)COP(=O)(O)O	C6H9O9P	0.0
337020305	2-oxopropanoyl 2-oxopropanoate	GAPVBMQBWAUBHC	O=C(C(=O)C)OC(=O)C(=O)C	C6H6O5	0.0
344844102	1-hydroxy-5-(methylthio)pentane-2,3-dione	CJVJCLINYXKYNP	CSCCC(=O)C(=O)CO	C6H10O3S	0.0
345087927	2,6-dioxohex-3-enoic acid	DDPPREQYAUMLKI	O=CCC=CC(=O)C(=O)O	C6H6O4	0.0
345948949	[(2R,3S,4R,5R)-2-(4-amino-2-oxo-1-pyrimidinyl)-4-hydroxy-5-(hydroxymethyl)-3-oxolanyl] phosphono hydrogen phosphate	GVFOTSBAMGIWIL	OCC1OC(C(C1O)OP(=O)(OP(=O)(O)O)O)n1ccc(nc1=O)N	C9H15N3O11P2	0.0
346649386	2-oxopropanoyl 2-hydroxypropanoate	IZVNDOWZMMHYBA	CC(C(=O)OC(=O)C(=O)C)O	C6H8O5	0.0
346903694	2-oxopropanoyl (2S)-2-aminopropanoate	JUEVNARJEGADBS	CC(C(=O)OC(=O)C(=O)C)N	C6H9NO4	0.0
347135246	2-[2-(1,2-dioxopropoxy)-2-oxoethyl]-2-hydroxybutanedioic acid	KMZBSVDIFZPAMR	O=C(CC(C(=O)O)(CC(=O)O)O)OC(=O)C(=O)C	C9H10O9	0.0
347143598	phosphono 2-hydroxypropanoate	KNQBPJGKNGURCX	O=C(C(O)C)OP(=O)(O)O	C3H7O6P	0.0
347375715	[(2R,3R,4R,5R)-5-(2,4-dioxo-1-pyrimidinyl)-3,4-diphosphonooxy-2-oxolanyl]methyl dihydrogen phosphate	LGKMYXXYWOPMQI	O=c1ccn(c(=O)[nH]1)C1OC(C(C1OP(=O)(O)O)OP(=O)(O)O)COP(=O)(O)O	C9H15N2O15P3	0.0
347542167	phosphono 2-oxopropanoate	LTXCKYKYJIDGID	CC(=O)C(=O)OP(=O)(O)O	C3H5O6P	0.0
348185166	4-[(2S)-2-aminopropanoyl]oxybenzoic acid	NUDYDKRMNLTASA	CC(C(=O)Oc1ccc(cc1)C(=O)O)N	C10H11NO4	0.0
348237497	2,6-dioxonon-4-enedioic acid	NYMAHORVEPWVAQ	O=C(CCC(=O)O)C=CCC(=O)C(=O)O	C9H10O6	0.0
348277775	acetyl 2-oxopropanoate	OBTVATRSWTWNGS	CC(=O)OC(=O)C(=O)C	C5H6O4	0.0
348338212	2-(1,2-dioxopropoxy)propanoic acid	OGSBZWITKXVLIV	CC(C(=O)O)OC(=O)C(=O)C	C6H8O5	0.0
348882731	(1-formyl-2-phosphonooxy-ethyl) dihydrogen phosphate	PZCHTJOKDMKJHV	O=CC(OP(=O)(O)O)COP(=O)(O)O	C3H8O9P2	0.0
349313739	(2S,3S,4R,5S)-2-[3-(3,4-dihydroxyphenyl)prop-2-enoyl]-2,3,4,5-tetrahydroxy-hexanedioic acid	RIFCKZTXGVWANM	OC(=O)C(C(C(C(C(=O)C=Cc1ccc(c(c1)O)O)(C(=O)O)O)O)O)O	C15H16O11	0.0
349731146	4-hydroxy-1,5-diphenylpentane-2,3-dione	SQDPELDBMQDOTD	OC(C(=O)C(=O)Cc1ccccc1)Cc1ccccc1	C17H16O3	0.0
350115778	4-carboxyoxybenzoic acid methyl ester	UPNILMVZSRERQM	COC(=O)c1ccc(cc1)OC(=O)O	C9H8O5	0.0
351278824	4-carbamoyloxybenzoic acid	YGKYNQLJZYSYEK	NC(=O)Oc1ccc(cc1)C(=O)O	C8H7NO4	0.0
351713708	[(2R,3S,4R,5R)-5-(2,4-dioxo-1-pyrimidinyl)-4-hydroxy-2-(phosphonooxymethyl)-3-oxolanyl] dihydrogen phosphate	ZPVPRWPOZBXDKD	OC1C(OP(=O)(O)O)C(OC1n1ccc(=O)[nH]c1=O)COP(=O)(O)O	C9H14N2O12P2	0.0
351755386	4-(aminomethylamino)benzoic acid	ZTFDRCWZEOTFDK	NCNc1ccc(cc1)C(=O)O	C8H10N2O2	0.0
352926635	(4S,4aS,12aR)-4-(dimethylamino)-1,10,11,12a-tetrahydroxy-6-methyl-3,12-dioxo-4a,5-dihydro-4H-tetracene-2-carboxamide	KTTKGQINVKPHLY	CN(C1C(=O)C(=C(C2(C1Cc1c(C2=O)c(O)c2c(c1C)cccc2O)O)O)C(=O)N)C	C22H22N2O7	0.0
352926831	(4S,4aS,5aS,6S,12aR)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide	NWXMGUDVXFXRIG	CN(C1C(=O)C(=C(C2(C1CC1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O)O)C(=O)N)C	C22H24N2O8	0.0
353317091	(E)-2,3,4,5,6-pentahydroxyhex-2-enoic acid	VMISKUBJJRWDCN	OCC(C(C(=C(C(=O)O)O)O)O)O	C6H10O7	0.0
359515943	acetyl (2S)-2-amino-3-hydroxy-propanoate	FDWHHEJFNUTSIQ	CC(=O)OC(=O)C(CO)N	C5H9NO4	0.0
359591152	1H-imidazol-5-yl acetate	CNTAIRDMODWEMT	CC(=O)Oc1cnc[nH]1	C5H6N2O2	0.0
377758815	1-amino-4-phenyl-3-buten-2-one	QMXWXPREFOEHNR	NCC(=O)C=Cc1ccccc1	C10H11NO	0.0
377821045	N-formyl-N-(2-hydroxyethyl)formamide	RZAWJPFKCHFPGX	OCCN(C=O)C=O	C4H7NO3	0.0
377867937	4-[amino(hydroxy)methyl]phenol	OJFFDSZRVHXQNL	Oc1ccc(cc1)C(O)N	C7H9NO2	0.0
378066492	(4S)-4-amino-5-hydroxypentane-2,3-dione	NQLWMERRJJFAJB	CC(=O)C(=O)C(CO)N	C5H9NO3	0.0
378704738	[(2S,5S)-2-(2,4-dioxo-1-pyrimidinyl)-4-hydroxy-5-(phosphonooxymethyl)-3-oxolanyl] dihydrogen phosphate	HQYLGYLPRPXVMN	OC1C(COP(=O)(O)O)OC(C1OP(=O)(O)O)n1ccc(=O)[nH]c1=O	C9H14N2O12P2	0.0
378805852	3-phenylprop-2-enoyl (2S)-2-amino-3-phenyl-propanoate	FXAZKYGHUBFHIQ	O=C(OC(=O)C(Cc1ccccc1)N)C=Cc1ccccc1	C18H17NO3	0.0
378938223	phosphono (2S)-2-amino-3-phenyl-propanoate	GQWQUIOGDDFICL	NC(C(=O)OP(=O)(O)O)Cc1ccccc1	C9H12NO5P	0.0
380042430	2-formamido-3-oxobutanoic acid	KSXBUDIKKIXKJC	O=CNC(C(=O)O)C(=O)C	C5H7NO4	0.0
380169175	ethynyl (2S)-2-aminopropanoate	NJILXCUOEVQKMO	CC(C(=O)OC#C)N	C5H7NO2	0.0
380505015	formyl 2-aminoacetate	PGRYHEFXCMWFKZ	NCC(=O)OC=O	C3H5NO3	0.0
380592959	formyl (2S)-2-aminopropanoate	NFPZBJKNNSCRSV	CC(C(=O)OC=O)N	C4H7NO3	0.0
381179448	4-hydroxy-3,5-dioxo-cyclohexanecarboxylic acid	VRUITRJTRVWMKN	OC(=O)C1CC(=O)C(C(=O)C1)O	C7H8O5	0.0
381193721	4-(2-aminoacetyl)oxybenzoic acid	IBLBHJRXFVTFSX	NCC(=O)Oc1ccc(cc1)C(=O)O	C9H9NO4	0.0
381787704	S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethyl] 2-aminoethanethioate	GZKGCWMBRBYIRG	NCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C23H39N8O17P3S	0.0
383197859	2-oxopropanoyl carbonate	DZJMIPBMEFUXQH	[O-]C(=O)OC(=O)C(=O)C	C4H3O5-	-1.0
383213448	formyl 2-oxopropanoate	RULCSXTUAHNYHJ	O=COC(=O)C(=O)C	C4H4O4	0.0
383505696	[(2S)-2-amino-3-hydroxy-3-phenyl-propanoyl] phosphate	GWIWGGIBTGMQEX	O=C(C(C(c1ccccc1)O)N)OP(=O)([O-])[O-]	C9H10NO6P--	-2.0
385865946	1-aminobutane-2,3-dione	QRJCWWNEDMONRF	CC(=O)C(=O)CN	C4H7NO2	0.0
411704427	1-amino-1-hydroxy-2-propanone	XOYKTRMLYPQGBG	CC(=O)C(O)N	C3H7NO2	0.0
486891108	1H-imidazol-5-yl 2-oxopropanoate	STPLYLYGEYZNFS	CC(=O)C(=O)Oc1cnc[nH]1	C6H6N2O3	0.0
496099903	4-(1,2-dioxopropoxy)benzoic acid	FJVRFBSBVMKUCV	O=C(C(=O)C)Oc1ccc(cc1)C(=O)O	C10H8O5	0.0
501141808	1-(carboxymethyl)-4-hydroxy-1-cyclohexa-2,5-dienecarboxylic acid	SKOBKOWBBAPFHW	OC(=O)CC1(C=CC(C=C1)O)C(=O)O	C9H10O5	0.0
503061554	2-[[(3R,4R)-3,4,5-trihydroxy-2-oxopentyl]amino]benzoic acid	MUSQSJPPELYMDK	OCC(C(C(=O)CNc1ccccc1C(=O)O)O)O	C12H15NO6	0.0
510812848	2-hydroxy-1-(2,4,6-trihydroxyphenyl)ethanone	HPPCGHJRDOZHQY	OCC(=O)c1c(O)cc(cc1O)O	C8H8O5	0.0
511321613	1H-imidazol-5-yl carbamate	PJWUXFKNIRZFSB	NC(=O)Oc1cnc[nH]1	C4H5N3O2	0.0
515651935	(2S)-1,2-diamino-3-phenyl-1-propanol	QRXUYIKNTZLXRS	NC(C(O)N)Cc1ccccc1	C9H14N2O	0.0
523532216	1-amino-3-phenylpropane-1,2-diol	CUEDQHIMXMVCSK	OC(C(O)N)Cc1ccccc1	C9H13NO2	0.0
523575329	hydroxymethyl 4-hydroxybenzoate	ZMFHGAWUJIYBJP	OCOC(=O)c1ccc(cc1)O	C8H8O4	0.0
524387763	(2R,3R,6S)-3,6-dihydroxy-2-(hydroxymethyl)-4-oxanone	PVKLTCFYNBLGMN	OCC1OC(O)CC(=O)C1O	C6H10O5	0.0
529547138	3-amino-1-hydroxy-4-(1H-indol-3-yl)butan-2-one	XISQAKSJEHTRCC	OCC(=O)C(Cc1c[nH]c2c1cccc2)N	C12H14N2O2	0.0
536238034	(2S)-2-formamido-3-(1-formylindol-3-yl)propanoic acid	AQCVMNRVQHBBTG	O=CNC(C(=O)O)Cc1cn(c2c1cccc2)C=O	C13H12N2O4	0.0
547769830	N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate	XYQHCOGLGSNTNV	OC(=O)CCC(C(=O)O)NCC(C(=O)O)N	C8H14N2O6	0.0
608573732	1-(1H-indol-3-yl)butane-2,3-dione	QTFQMEVSHLPEAQ	CC(=O)C(=O)Cc1c[nH]c2c1cccc2	C12H11NO2	0.0
613170513	4,5-dioxo-5-phenylpentanoic acid	UVSXXISHUFDZCG	OC(=O)CCC(=O)C(=O)c1ccccc1	C11H10O4	0.0
621769913	2-[[2-(3-oxo-2-pent-2-enyl-cyclopentyl)acetyl]amino]propanoic acid	GQOBLZKNJFFBSM	CCC=CCC1C(CCC1=O)CC(=O)NC(C(=O)O)C	C15H23NO4	0.0
622435028	4-[3-[[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(E)-3-(4-hydroxyphenyl)-1-oxoprop-2-enoxy]methyl]-2-oxanyl]oxymethyl]-3-[[(2S,3R,4S,5R)-3,4,5-trihydroxy-2-oxanyl]oxy]-2-oxanyl]oxy]-5-hydroxy-7-oxo-1-benzopyran-2-yl]-2-hydroxyphenolate	IGONDIKCOBXSSI	O=C(C=Cc1ccc(cc1)O)OCC1OC(OCC2OC(Oc3cc4c(O)cc(=O)cc4oc3c3ccc(c(c3)O)[O-])C(C(C2O)O)OC2OCC(C(C2O)O)O)C(C(C1O)O)O	C41H43O22-	-1.0
629228237	1-(2-hydroxyoxiran-2-yl)ethane-1,2-diol	MNXDADQSMTZCJF	OCC(C1(O)CO1)O	C4H8O4	0.0
629297350	(2S)-5-[[(2R)-1-(carboxymethylamino)-3-mercapto-1-oxopropan-2-yl]amino]-2-(hydroxymethylamino)-5-oxopentanoic acid	OJGVRWVZHGUOLY	OCNC(C(=O)O)CCC(=O)NC(C(=O)NCC(=O)O)CS	C11H19N3O7S	0.0
629400073	formyl (2S)-2-amino-3-hydroxy-propanoate	MPQRXBWWUGZOJJ	NC(C(=O)OC=O)CO	C4H7NO4	0.0
630067963	[(2R,3S,4R,5S)-3,4,5,7-tetrahydroxy-6-oxo-2-phosphonooxy-heptyl] dihydrogen phosphate	QJFCQRJZDKRUFD	OCC(=O)C(C(C(C(OP(=O)(O)O)COP(=O)(O)O)O)O)O	C7H16O13P2	0.0
630136731	(2S)-2-aminopropaneperoxoic acid	HPRAPTXEGBUDCU	CC(C(=O)OO)N	C3H7NO3	0.0
630733772	carboxy 2,3-dihydroxypropanoate	IECHXZWOHOAEJP	OCC(C(=O)OC(=O)O)O	C4H6O6	0.0
630854565	formyl 2-oxoacetate	HFVXACGHQSIDIB	O=COC(=O)C=O	C3H2O4	0.0
632365827	ethynyl 2-oxopropanoate	YSLDWCWLMSOCGG	CC(=O)C(=O)OC#C	C5H4O3	0.0
636987713	(2S)-1,2-diaminopropane-1,3-diol	ALACSAJWGVPUFC	OCC(C(O)N)N	C3H10N2O2	0.0
637199775	2-[3-oxo-2-[(E)-4-sulfooxypent-2-enyl]cyclopentyl]acetic acid	XOANNBHPTKIFSM	OC(=O)CC1CCC(=O)C1CC=CC(OS(=O)(=O)O)C	C12H18O7S	0.0
638484273	3,4,4-trihydroxybut-3-enoic acid	YIQNYFOZNUPETC	OC(=O)CC(=C(O)O)O	C4H6O5	0.0
638611246	1,2-diammonioethyl phosphate	WPSDGDJAMDTYKH	[NH3+]CC(OP(=O)([O-])[O-])[NH3+]	C2H9N2O4P	0.0
640313941	2-oxopropanoyl (2S)-2-amino-3-hydroxy-propanoate	OBIZFIFBWLIIMJ	CC(=O)C(=O)OC(=O)C(CO)N	C6H9NO5	0.0
642251453	2-(hydroxymethyl)oxirane-2,3-diol	CGWRCWHVCJAVFL	OCC1(O)OC1O	C3H6O4	0.0
643906775	(2S)-3-(diformylamino)-2-hydroxypropanoic acid	GZSPICGINUIXOF	O=CN(CC(C(=O)O)O)C=O	C5H7NO5	0.0
644220474	(7Z,10Z,13Z,16Z)-18-(3-ethyloxiran-2-yl)octadeca-7,10,13,16-tetraenoic acid	LKOFAUCMWTWGQQ	CCC1OC1CC=CCC=CCC=CCC=CCCCCCC(=O)O	C22H34O3	0.0
651611295	3-aminopropanoyl 2-oxopropanoate	UNQIKOULAPIUJR	CC(=O)C(=O)OC(=O)CCN	C6H9NO4	0.0
655114627	3,4,5-trihydroxy-2-(hydroxymethyl)-2,3-dihydropyran-6-one	GMLOGHWESFPLJU	OCC1OC(=O)C(=C(C1O)O)O	C6H8O6	0.0
661960156	S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethyl] 2-hydroxy-3-methyl-butanethioate	OSGWCUXYFMVTPH	O=C(NCCSC(=O)C(C(C)C)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C26H44N7O18P3S	0.0
667034166	3,7-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-2-(3,4,5-trihydroxyphenyl)-1-benzopyran-5-one	LHXUDLPEVTXRNF	OCC1OC(Oc2cc(=O)c3c(c2)oc(c(c3)OC2OC(CO)C(C(C2O)O)O)c2cc(O)c(c(c2)O)O)C(C(C1O)O)O	C27H30O17	0.0
667034906	4-[3-[[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(E)-3-(4-hydroxy-3,5-dimethoxyphenyl)-1-oxoprop-2-enoxy]methyl]-2-oxanyl]oxymethyl]-3-[[(2S,3R,4S,5R)-3,4,5-trihydroxy-2-oxanyl]oxy]-2-oxanyl]oxy]-5-hydroxy-7-oxo-1-benzopyran-2-yl]-2-hydroxyphenolate	JYEYPCKZPDNUJU	COc1cc(C=CC(=O)OCC2OC(OCC3OC(Oc4cc5c(O)cc(=O)cc5oc4c4ccc(c(c4)O)[O-])C(C(C3O)O)OC3OCC(C(C3O)O)O)C(C(C2O)O)O)cc(c1O)OC	C43H47O24-	-1.0
667044818	4-[3-[[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(E)-3-(4-hydroxy-3-methoxyphenyl)-1-oxoprop-2-enoxy]methyl]-2-oxanyl]oxymethyl]-3-[[(2S,3R,4S,5R)-3,4,5-trihydroxy-2-oxanyl]oxy]-2-oxanyl]oxy]-5-hydroxy-7-oxo-1-benzopyran-2-yl]-2-hydroxyphenolate	JCKPYPGXGJHITG	COc1cc(C=CC(=O)OCC2OC(OCC3OC(Oc4cc5c(O)cc(=O)cc5oc4c4ccc(c(c4)O)[O-])C(C(C3O)O)OC3OCC(C(C3O)O)O)C(C(C2O)O)O)ccc1O	C42H45O23-	-1.0
667770718	4-[2-(2-carboxy-5,6-dihydroxy-indolin-1-ium-1-ylidene)ethyl]-2,3-dihydropyridine-2,6-dicarboxylic acid	PXPOKQRAOPODFK	OC(=O)C1CC(=CC(=N1)C(=O)O)CC=[N+]1C(Cc2c1cc(O)c(c2)O)C(=O)O	C18H17N2O8+	1.0
670066834	(2S)-1,2,5-trihydroxyhexane-3,4-dione	YMBCRDCIWCIATR	OCC(C(=O)C(=O)C(O)C)O	C6H10O5	0.0
670376080	carboxy 3-phenylprop-2-enoate	MRLVVHRZMZDLGR	OC(=O)OC(=O)C=Cc1ccccc1	C10H8O4	0.0
670483424	carboxy 4-hydroxybenzoate	VWSDWIJBILGMPK	OC(=O)OC(=O)c1ccc(cc1)O	C8H6O5	0.0
671553655	(3-amino-3-phenyl-propanoyl) (2S)-2-amino-3-phenyl-propanoate	FKANHQZJMJGGDD	O=C(OC(=O)C(Cc1ccccc1)N)CC(c1ccccc1)N	C18H20N2O3	0.0
672343012	1H-imidazol-5-yl 2-hydroxypropanoate	JKGDSKHRGDJGQG	CC(C(=O)Oc1cnc[nH]1)O	C6H8N2O3	0.0
675863218	4,8-dioxonona-2,5-dienedioic acid	IEOINTFLFBJHJE	O=C(C=CC(=O)O)C=CCC(=O)C(=O)O	C9H8O6	0.0
676438865	(2R)-4-[2-[(2R)-2-carboxy-6-hydroxy-5-[(2R,3S,4R,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-indolin-1-ium-1-ylidene]ethyl]-2,3-dihydropyridine-2,6-dicarboxylic acid	MOEDQPBUKSEPHH	OCC1OC(Oc2cc3CC([N+](=CCC4=CC(=NC(C4)C(=O)O)C(=O)O)c3cc2O)C(=O)O)C(C(C1O)O)O	C24H27N2O13+	1.0
679743817	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[[(2R,3R,4S,5R,6S)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5R,6S)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-2-oxanyl]methoxy]-2-oxanyl]methoxy]-2-oxanyl]methoxy]oxane-3,4,5-triol	IVGUFJKPAIBSEP	OCC1OC(OCC2OC(OCC3OC(OCC4OC(OC5OC(CO)C(C(C5O)O)O)C(C(C4O)O)O)C(C(C3O)O)O)C(C(C2O)O)O)C(C(C1O)O)O	C30H52O26	0.0
679749317	(2S,3R,4R,5R,6R)-2-methyl-6-[[(2R,3R,4S,5R,6S)-3,5,6-trihydroxy-4-[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-2-oxanyl]oxy]-2-oxanyl]methoxy]oxane-3,4,5-triol	FHPKJXKMGFKUME	OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)OC1OC(C)C(C(C1O)O)O)O	C18H32O14	0.0
782427398	2-[[(E)-2-hydroxyvinyl]amino]ethanol	RUJDYELJSUFNMP	OCCNC=CO	C4H9NO2	0.0
