metabolite name	formula	KEGG	CHEBI	MetaNetX	metaboliteLCSBID
6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]	C19H29NO18PR2	C01288	CHEBI:57265	MNXM92477	1467879489
6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1->4)-alpha-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]	C43H44N9O	nan	CHEBI:53060	MNXM38542	None
6-diphospho-1D-myo-inositol pentakisphosphate [cytoplasm]	C6H7O27P7	nan	CHEBI:53065	MNXM38670	1467967773
6-O-[alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]	nan	nan	CHEBI:53056	MNXM1644	None
6-O-phosphono-D-glucono-1,5-lactone [cytoplasm]	C6H9O9P	C01236	CHEBI:57955	MNXM429	1467879032
6-O-{2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]	nan	nan	CHEBI:53057	MNXM38904	None
6-O-{alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]	nan	nan	CHEBI:53059	MNXM1179	None
6-O-{alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]	nan	nan	CHEBI:53058	MNXM1139	None
6-phospho-D-gluconate [cytoplasm]	C6H10O10P	C00345	CHEBI:58759	MNXM325	1467869909
7,8-diaminononanoate [cytoplasm]	C9H21N2O2	C01037	CHEBI:17830	MNXM1140	1467877103
7,8-diaminononanoate [extracellular]	C9H21N2O2	C01037	CHEBI:17830	MNXM1140	1467877103
7,8-dihydroneopterin [cytoplasm]	C9H13N5O4	C04874	CHEBI:17001	MNXM162359	1467906224
7,8-dihydroneopterin [mitochondrion]	C9H13N5O4	C04874	CHEBI:17001	MNXM162359	1467906224
7,8-dihydroneopterin 3'-phosphate [cytoplasm]	C9H12N5O7P	C05925	CHEBI:58762	MNXM1645	1467913356
7,8-dihydroneopterin 3'-triphosphate [cytoplasm]	C9H12N5O13P3	C04895	CHEBI:58462	MNXM397	1467906370
7,8-dihydropteroate [cytoplasm]	C14H13N6O3	C00921	CHEBI:17839	MNXM965	1467876008
7,8-dihydropteroate [mitochondrion]	C14H13N6O3	C00921	CHEBI:17839	MNXM965	1467876008
7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid [cytoplasm]	C7H10O10P	C04691	CHEBI:58394	MNXM1219	1467904896
7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid [mitochondrion]	C7H10O10P	C04691	CHEBI:58394	MNXM1219	1467904896
8-amino-7-oxononanoate [cytoplasm]	C9H17NO3	C01092	CHEBI:15830	MNXM1141	1467877590
8-amino-7-oxononanoate [extracellular]	C9H17NO3	C01092	CHEBI:15830	MNXM1141	1467877590
9H-xanthine [cytoplasm]	C5H4N4O2	C00385	CHEBI:17712	MNXM174	1467870360
9H-xanthine [extracellular]	C5H4N4O2	C00385	CHEBI:17712	MNXM174	1467870360
acetaldehyde [cytoplasm]	C2H4O	C00084	CHEBI:15343	MNXM75	1467866648
acetaldehyde [extracellular]	C2H4O	C00084	CHEBI:15343	MNXM75	1467866648
acetaldehyde [mitochondrion]	C2H4O	C00084	CHEBI:15343	MNXM75	1467866648
acetate [cytoplasm]	C2H3O2	C00033	CHEBI:30089	MNXM26	1467865967
acetate [endoplasmic reticulum]	C2H3O2	C00033	CHEBI:30089	MNXM26	1467865967
acetate [extracellular]	C2H3O2	C00033	CHEBI:30089	MNXM26	1467865967
acetate [mitochondrion]	C2H3O2	C00033	CHEBI:30089	MNXM26	1467865967
acetate [nucleus]	C2H3O2	C00033	CHEBI:30089	MNXM26	1467865967
acetoacetyl-CoA [cytoplasm]	C25H37N7O18P3S	C00332	CHEBI:57286	MNXM133	1467869780
acetoacetyl-CoA [mitochondrion]	C25H37N7O18P3S	C00332	CHEBI:57286	MNXM133	1467869780
acetyl-ACP [mitochondrion]	C2H3OSR	C03939	CHEBI:17093	MNXM1269	1467899483
acetyl-CoA [cytoplasm]	C23H35N7O17P3S	C00024	CHEBI:57288	MNXM21	1467865841
acetyl-CoA [mitochondrion]	C23H35N7O17P3S	C00024	CHEBI:57288	MNXM21	1467865841
acetyl-CoA [nucleus]	C23H35N7O17P3S	C00024	CHEBI:57288	MNXM21	1467865841
acetyl-CoA [peroxisome]	C23H35N7O17P3S	C00024	CHEBI:57288	MNXM21	1467865841
adenine [cytoplasm]	C5H5N5	C00147	CHEBI:16708	MNXM168	1467867515
adenine [extracellular]	C5H5N5	C00147	CHEBI:16708	MNXM168	1467867515
adenine [mitochondrion]	C5H5N5	C00147	CHEBI:16708	MNXM168	1467867515
adenosine [cytoplasm]	C10H14N5O4	C00212	CHEBI:16335	MNXM212	1467868376
adenosine [extracellular]	C10H14N5O4	C00212	CHEBI:16335	MNXM212	1467868376
adenosine 2'-phosphate [cytoplasm]	C10H13N5O7P	C00946	CHEBI:28223	MNXM7028	1467876241
adenosine 3',5'-bismonophosphate [cytoplasm]	C10H12N5O10P2	C00054	CHEBI:58343	MNXM45	1467866262
adenosine 3',5'-bismonophosphate [extracellular]	C10H12N5O10P2	C00054	CHEBI:58343	MNXM45	1467866262
adenosine 3',5'-bismonophosphate [mitochondrion]	C10H12N5O10P2	C00054	CHEBI:58343	MNXM45	1467866262
adenylo-succinate [cytoplasm]	C14H15N5O11P	C03794	CHEBI:57567	MNXM565	1467898532
ADP [cytoplasm]	C10H14N5O10P2	C00008	CHEBI:456216	MNXM7	1467865623
ADP [endoplasmic reticulum]	C10H14N5O10P2	C00008	CHEBI:456216	MNXM7	1467865623
ADP [mitochondrion]	C10H14N5O10P2	C00008	CHEBI:456216	MNXM7	1467865623
ADP [nucleus]	C10H14N5O10P2	C00008	CHEBI:456216	MNXM7	1467865623
ADP [peroxisome]	C10H14N5O10P2	C00008	CHEBI:456216	MNXM7	1467865623
ADP-ribose [nucleus]	C15H22N5O14P2	C00301	CHEBI:57967	MNXM48596	1467869403
AICAR [cytoplasm]	C9H14N4O8P	C04677	CHEBI:58475	MNXM365	1467904765
Ala-tRNA(Ala) [cytoplasm]	C3H6NOR	C00886	CHEBI:17732	MNXM89815	1467875671
allantoate [cytoplasm]	C4H7N4O4	C00499	CHEBI:17536	MNXM584	1467871616
allantoate [extracellular]	C4H7N4O4	C00499	CHEBI:17536	MNXM584	1467871616
allantoin [cytoplasm]	C4H6N4O3	C01551	CHEBI:15676	MNXM612	1467881440
allantoin [extracellular]	C4H6N4O3	C01551	CHEBI:15676	MNXM612	1467881440
alpha,alpha-trehalose 6-phosphate [cytoplasm]	C12H21O14P	C00689	CHEBI:58429	MNXM448	1467873567
alpha-D-galactose 1-phosphate [cytoplasm]	C6H11O9P	C00446	CHEBI:58336	MNXM336	1467866916
alpha-D-glucosamine 1-phosphate [cytoplasm]	C6H13NO8P	C06156	CHEBI:58516	MNXM969	1467898462
alpha-D-glucosamine 6-phosphate [cytoplasm]	C6H13NO8P	C00352	CHEBI:15873	MNXM162238	1467869989
alpha-D-glucosamine 6-phosphate [extracellular]	C6H13NO8P	C00352	CHEBI:15873	MNXM162238	1467869989
alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol [Golgi]	C53H90N2O27P2	C05861	CHEBI:28067	MNXM41231	1467912949
alpha-D-ribose 1-phosphate(2-) [cytoplasm]	C5H9O8P	C00620	CHEBI:57720	MNXM295	1467872897
alpha-D-ribose 1-phosphate(2-) [mitochondrion]	C5H9O8P	C00620	CHEBI:57720	MNXM295	1467872897
aminoacetaldehyde [cytoplasm]	C2H6NO	C06735	CHEBI:58213	MNXM2212	1467920780
aminoacetone [cytoplasm]	C3H8NO	C01888	CHEBI:58320	MNXM1106	1467884457
ammonium [cytoplasm]	H4N	C01342	CHEBI:28938	MNXM15	1467879874
ammonium [extracellular]	H4N	C01342	CHEBI:28938	MNXM15	1467879874
ammonium [mitochondrion]	H4N	C01342	CHEBI:28938	MNXM15	1467879874
AMP [cytoplasm]	C10H13N5O7P	C00020	CHEBI:456215	MNXM14	1467865783
AMP [mitochondrion]	C10H13N5O7P	C00020	CHEBI:456215	MNXM14	1467865783
AMP [nucleus]	C10H13N5O7P	C00020	CHEBI:456215	MNXM14	1467865783
AMP [peroxisome]	C10H13N5O7P	C00020	CHEBI:456215	MNXM14	1467865783
anthranilate [cytoplasm]	C7H6NO2	C00108	CHEBI:16567	MNXM188	1467866980
Arg-tRNA(Arg) [cytoplasm]	C6H14N4OR	C02163	CHEBI:18366	MNXM89870	1467886722
Arg-tRNA(Arg) [mitochondrion]	C6H14N4OR	C02163	CHEBI:18366	MNXM89870	1467886722
Asn-tRNA(Asn) [cytoplasm]	C4H7N2O2R	C03402	CHEBI:29265	MNXM89761	1467895815
Asn-tRNA(Asn) [mitochondrion]	C4H7N2O2R	C03402	CHEBI:29265	MNXM89761	1467895815
Asp-tRNA(Asp) [cytoplasm]	C4H5NO3R	C02984	CHEBI:29158	MNXM164570	1467892777
Asp-tRNA(Asp) [mitochondrion]	C4H5NO3R	C02984	CHEBI:29158	MNXM164570	1467892777
ATP [cytoplasm]	C10H14N5O13P3	C00002	CHEBI:30616	MNXM3	1467865531
ATP [endoplasmic reticulum]	C10H14N5O13P3	C00002	CHEBI:30616	MNXM3	1467865531
ATP [mitochondrion]	C10H14N5O13P3	C00002	CHEBI:30616	MNXM3	1467865531
ATP [nucleus]	C10H14N5O13P3	C00002	CHEBI:30616	MNXM3	1467865531
ATP [peroxisome]	C10H14N5O13P3	C00002	CHEBI:30616	MNXM3	1467865531
beta-alanine [cytoplasm]	C3H7NO2	C00099	CHEBI:16958	MNXM144	1467866856
beta-D-fructose 2,6-bisphosphate [cytoplasm]	C6H10O12P2	C00665	CHEBI:58579	MNXM651	1467873324
beta-D-mannosyldiacetylchitobiosyldiphosphodolichol [cytoplasm]	C47H80N2O22P2	C05860	CHEBI:18396	MNXM1078	1467904264
beta-D-mannosyldiacetylchitobiosyldiphosphodolichol [Golgi]	C47H80N2O22P2	C05860	CHEBI:18396	MNXM1078	1467904264
bicarbonate [cytoplasm]	CHO3	C00288	CHEBI:17544	MNXM60	1467879966
bicarbonate [extracellular]	CHO3	C00288	CHEBI:17544	MNXM60	1467879966
bicarbonate [mitochondrion]	CHO3	C00288	CHEBI:17544	MNXM60	1467879966
bicarbonate [nucleus]	CHO3	C00288	CHEBI:17544	MNXM60	1467879966
biomass [cytoplasm]	nan	nan	nan	nan	None
biotin [cytoplasm]	C10H15N2O3S	C00120	CHEBI:57586	MNXM304	1467867147
biotin [extracellular]	C10H15N2O3S	C00120	CHEBI:57586	MNXM304	1467867147
biotinyl-5'-AMP [cytoplasm]	C20H28N7O9PS	C05921	CHEBI:62414	MNXM2351	1467913312
but-1-ene-1,2,4-tricarboxylic acid [mitochondrion]	C7H5O6	C04002	CHEBI:58174	MNXM920	1467899934
carbamoyl phosphate [cytoplasm]	CH2NO5P	C00169	CHEBI:58228	MNXM138	1467867829
carbon dioxide [cytoplasm]	CO2	C00011	CHEBI:16526	MNXM13	1467865667
carbon dioxide [endoplasmic reticulum]	CO2	C00011	CHEBI:16526	MNXM13	1467865667
carbon dioxide [extracellular]	CO2	C00011	CHEBI:16526	MNXM13	1467865667
carbon dioxide [mitochondrion]	CO2	C00011	CHEBI:16526	MNXM13	1467865667
carbon dioxide [nucleus]	CO2	C00011	CHEBI:16526	MNXM13	1467865667
carbon dioxide [peroxisome]	CO2	C00011	CHEBI:16526	MNXM13	1467865667
carboxyacetyl-ACP [mitochondrion]	C3H3O3SR	C01209	CHEBI:17330	MNXM184	1467878739
CDP [cytoplasm]	C9H13N3O11P2	C00112	CHEBI:58069	MNXM220	1467867043
CDP [nucleus]	C9H13N3O11P2	C00112	CHEBI:58069	MNXM220	1467867043
CDP-choline [cytoplasm]	C14H25N4O11P2	C00307	CHEBI:16436	MNXM283	1467869473
CDP-ethanolamine [cytoplasm]	C11H19N4O11P2	C00570	CHEBI:57876	MNXM449	1467872423
ceramide-1 (C24) [endoplasmic reticulum]	C42H85NO3	nan	CHEBI:52961	MNXM64020	1468185437
ceramide-1 (C24) [Golgi]	C42H85NO3	nan	CHEBI:52961	MNXM64020	1468185437
ceramide-1 (C24) [mitochondrion]	C42H85NO3	nan	CHEBI:52961	MNXM64020	1468185437
ceramide-1 (C26) [endoplasmic reticulum]	C44H89NO3	nan	CHEBI:52962	MNXM63798	1468185445
ceramide-1 (C26) [Golgi]	C44H89NO3	nan	CHEBI:52962	MNXM63798	1468185445
ceramide-1 (C26) [mitochondrion]	C44H89NO3	nan	CHEBI:52962	MNXM63798	1468185445
ceramide-2 (C24) [endoplasmic reticulum]	C42H85NO4	nan	CHEBI:52979	MNXM64019	1468095509
ceramide-2 (C24) [Golgi]	C42H85NO4	nan	CHEBI:52979	MNXM64019	1468095509
ceramide-2 (C24) [mitochondrion]	C42H85NO4	nan	CHEBI:52979	MNXM64019	1468095509
ceramide-2 (C26) [endoplasmic reticulum]	C44H89NO4	nan	CHEBI:52980	MNXM63797	1468095517
ceramide-2 (C26) [Golgi]	C44H89NO4	nan	CHEBI:52980	MNXM63797	1468095517
ceramide-2 (C26) [mitochondrion]	C44H89NO4	nan	CHEBI:52980	MNXM63797	1468095517
ceramide-2' (C24) [endoplasmic reticulum]	C42H85NO4	nan	CHEBI:52371	MNXM63175	1468095341
ceramide-2' (C24) [Golgi]	C42H85NO4	nan	CHEBI:52371	MNXM63175	1468095341
ceramide-2' (C24) [mitochondrion]	C42H85NO4	nan	CHEBI:52371	MNXM63175	1468095341
ceramide-2' (C26) [endoplasmic reticulum]	C44H89NO4	nan	CHEBI:52372	MNXM63156	1468182275
ceramide-2' (C26) [Golgi]	C44H89NO4	nan	CHEBI:52372	MNXM63156	1468182275
ceramide-2' (C26) [mitochondrion]	C44H89NO4	nan	CHEBI:52372	MNXM63156	1468182275
ceramide-3 (C24) [endoplasmic reticulum]	C42H85NO5	nan	CHEBI:52373	MNXM63174	1468182283
ceramide-3 (C24) [Golgi]	C42H85NO5	nan	CHEBI:52373	MNXM63174	1468182283
ceramide-3 (C24) [mitochondrion]	C42H85NO5	nan	CHEBI:52373	MNXM63174	1468182283
ceramide-3 (C26) [endoplasmic reticulum]	C44H89NO5	nan	CHEBI:52374	MNXM63157	1468182291
ceramide-3 (C26) [Golgi]	C44H89NO5	nan	CHEBI:52374	MNXM63157	1468182291
ceramide-3 (C26) [mitochondrion]	C44H89NO5	nan	CHEBI:52374	MNXM63157	1468182291
ceramide-4 (C24) [endoplasmic reticulum]	C42H85NO6	nan	CHEBI:60256	MNXM31230	1468210751
ceramide-4 (C24) [Golgi]	C42H85NO6	nan	CHEBI:60256	MNXM31230	1468210751
ceramide-4 (C24) [mitochondrion]	C42H85NO6	nan	CHEBI:60256	MNXM31230	1468210751
ceramide-4 (C26) [endoplasmic reticulum]	C44H89NO6	nan	CHEBI:60384	MNXM63127	1468211535
ceramide-4 (C26) [Golgi]	C44H89NO6	nan	CHEBI:60384	MNXM63127	1468211535
ceramide-4 (C26) [mitochondrion]	C44H89NO6	nan	CHEBI:60384	MNXM63127	1468211535
cerotic acid [endoplasmic reticulum]	C26H51O2	nan	CHEBI:31013	MNXM46158	1468132043
chitin [cytoplasm]	C8H13NO5	C00461	CHEBI:17029	MNXM1271	None
chitosan [cell envelope]	C18H38N3O13	C00734	CHEBI:16261	MNXM2106	1467873982
choline [cell envelope]	C5H14NO	C00114	CHEBI:15354	MNXM90	1467867073
choline [cytoplasm]	C5H14NO	C00114	CHEBI:15354	MNXM90	1467867073
choline [extracellular]	C5H14NO	C00114	CHEBI:15354	MNXM90	1467867073
choline phosphate [cytoplasm]	C5H13NO4P	C00588	CHEBI:295975	MNXM229	1467872625
chorismate [cytoplasm]	C10H8O6	C00251	CHEBI:29748	MNXM337	1467868880
cis-aconitate [cytoplasm]	C6H3O6	C00417	CHEBI:16383	MNXM813	1467870747
cis-aconitate [mitochondrion]	C6H3O6	C00417	CHEBI:16383	MNXM813	1467870747
citrate [cytoplasm]	C6H5O7	C00158	CHEBI:16947	MNXM131	1467867671
citrate [extracellular]	C6H5O7	C00158	CHEBI:16947	MNXM131	1467867671
citrate [mitochondrion]	C6H5O7	C00158	CHEBI:16947	MNXM131	1467867671
citrate [peroxisome]	C6H5O7	C00158	CHEBI:16947	MNXM131	1467867671
CMP [cytoplasm]	C9H12N3O8P	C00055	CHEBI:60377	MNXM31	1467866276
CMP [mitochondrion]	C9H12N3O8P	C00055	CHEBI:60377	MNXM31	1467866276
coenzyme A [cytoplasm]	C21H33N7O16P3S	C00010	CHEBI:57287	MNXM12	1467865652
coenzyme A [endoplasmic reticulum]	C21H33N7O16P3S	C00010	CHEBI:57287	MNXM12	1467865652
coenzyme A [lipid particle]	C21H33N7O16P3S	C00010	CHEBI:57287	MNXM12	1467865652
coenzyme A [mitochondrion]	C21H33N7O16P3S	C00010	CHEBI:57287	MNXM12	1467865652
coenzyme A [nucleus]	C21H33N7O16P3S	C00010	CHEBI:57287	MNXM12	1467865652
coenzyme A [peroxisome]	C21H33N7O16P3S	C00010	CHEBI:57287	MNXM12	1467865652
coproporphyrinogen III [cytoplasm]	C36H40N4O8	C03263	CHEBI:57309	MNXM410	1467894939
CTP [cytoplasm]	C9H13N3O14P3	C00063	CHEBI:37563	MNXM63	1467866360
CTP [mitochondrion]	C9H13N3O14P3	C00063	CHEBI:37563	MNXM63	1467866360
Cys-tRNA(Cys) [cytoplasm]	C3H6NOSR	C03125	CHEBI:29152	MNXM155005	1467893904
cytidine [cytoplasm]	C9H13N3O5	C00475	CHEBI:17562	MNXM338	1467871323
cytidine [extracellular]	C9H13N3O5	C00475	CHEBI:17562	MNXM338	1467871323
cytosine [cytoplasm]	C4H5N3O	C00380	CHEBI:16040	MNXM761	1467870314
cytosine [extracellular]	C4H5N3O	C00380	CHEBI:16040	MNXM761	1467870314
D-arabinono-1,4-lactone [cytoplasm]	C5H8O5	C00652	CHEBI:16292	MNXM778	1467873229
D-arabinose [cytoplasm]	C5H10O5	C00216	CHEBI:17108	MNXM40571	1467867962
D-arabinose [extracellular]	C5H10O5	C00216	CHEBI:17108	MNXM40571	1467867962
D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate [cytoplasm]	C6H9N2O6P	C04666	CHEBI:58278	MNXM1422	1467904668
D-erythrose 4-phosphate [cytoplasm]	C4H7O7P	C00279	CHEBI:16897	MNXM258	1467869180
D-erythrose 4-phosphate [mitochondrion]	C4H7O7P	C00279	CHEBI:16897	MNXM258	1467869180
D-fructose [cytoplasm]	C6H12O6	C00095	CHEBI:15824	MNXM175	1467866805
D-fructose [extracellular]	C6H12O6	C00095	CHEBI:15824	MNXM175	1467866805
D-fructose 1,6-bisphosphate [cytoplasm]	C6H10O12P2	C00354	CHEBI:16905	MNXM500	1467870021
D-fructose 1-phosphate [cytoplasm]	C6H11O9P	C01094	CHEBI:18105	MNXM1553	1467877616
D-fructose 6-phosphate [cytoplasm]	C6H11O9P	C00085	CHEBI:57579	MNXM89629	1467866662
D-galactose [cytoplasm]	C6H12O6	C00124	CHEBI:12936	MNXM390	1467865936
D-galactose [extracellular]	C6H12O6	C00124	CHEBI:12936	MNXM390	1467865936
D-galacturonate [extracellular]	C6H9O7	C00333	CHEBI:12952	MNXM693	1467868103
D-glucitol [cytoplasm]	C6H14O6	C00794	CHEBI:17924	MNXM469	1467870443
D-glucitol [extracellular]	C6H14O6	C00794	CHEBI:17924	MNXM469	1467870443
D-glucose [cytoplasm]	C6H12O6	C00031	CHEBI:4167	MNXM41	1467865936
D-glucose [extracellular]	C6H12O6	C00031	CHEBI:4167	MNXM41	1467865936
D-glucose [vacuole]	C6H12O6	C00031	CHEBI:4167	MNXM41	1467865936
D-glucose 1-phosphate [cytoplasm]	C6H11O9P	C00103	CHEBI:57629	MNXM89588	1467866916
D-glucose 6-phosphate [cytoplasm]	C6H11O9P	C00092	CHEBI:14314	MNXM160	1467866763
D-glyceraldehyde [cytoplasm]	C3H6O3	C00577	CHEBI:17378	MNXM435	1467872492
D-mannose [cytoplasm]	C6H12O6	C00159	CHEBI:16024	MNXM182	1467865936
D-mannose [extracellular]	C6H12O6	C00159	CHEBI:16024	MNXM182	1467865936
D-mannose 1-phosphate [cytoplasm]	C6H11O9P	C00636	CHEBI:35374	MNXM721	1467866916
D-mannose 6-phosphate [cytoplasm]	C6H11O9P	C00275	CHEBI:17369	MNXM427	1467866763
D-ribose [cytoplasm]	C5H10O5	C00121	CHEBI:16988	MNXM242	1467867163
D-ribose [extracellular]	C5H10O5	C00121	CHEBI:16988	MNXM242	1467867163
D-ribulose 5-phosphate [cytoplasm]	C5H9O8P	C00199	CHEBI:58121	MNXM145	1467868222
D-xylose [cytoplasm]	C5H10O5	C00181	CHEBI:15936	MNXM90941	1467867962
D-xylose [extracellular]	C5H10O5	C00181	CHEBI:15936	MNXM90941	1467867962
D-xylulose [cytoplasm]	C5H10O5	C00310	CHEBI:17140	MNXM597	1467869501
D-xylulose 5-phosphate [cytoplasm]	C5H9O8P	C00231	CHEBI:57737	MNXM186	1467868222
dADP [cytoplasm]	C10H14N5O9P2	C00206	CHEBI:57667	MNXM374	1467868301
dADP [nucleus]	C10H14N5O9P2	C00206	CHEBI:57667	MNXM374	1467868301
dAMP [cytoplasm]	C10H13N5O6P	C00360	CHEBI:58245	MNXM432	1467870079
dAMP [mitochondrion]	C10H13N5O6P	C00360	CHEBI:58245	MNXM432	1467870079
dATP [cytoplasm]	C10H14N5O12P3	C00131	CHEBI:61404	MNXM286	1467867300
dCDP [cytoplasm]	C9H13N3O10P2	C00705	CHEBI:58593	MNXM411	1467873724
dCDP [nucleus]	C9H13N3O10P2	C00705	CHEBI:58593	MNXM411	1467873724
dCMP [cytoplasm]	C9H12N3O7P	C00239	CHEBI:57566	MNXM266	1467868718
dCTP [cytoplasm]	C9H13N3O13P3	C00458	CHEBI:57724	MNXM360	1467871133
deamido-NAD(+) [cytoplasm]	C21H25N6O15P2	C00857	CHEBI:18304	MNXM309	1467875359
deamido-NAD(+) [nucleus]	C21H25N6O15P2	C00857	CHEBI:18304	MNXM309	1467875359
decanoate [cytoplasm]	C10H19O2	C01571	CHEBI:27689	MNXM1043	1467881636
decanoate [extracellular]	C10H19O2	C01571	CHEBI:27689	MNXM1043	1467881636
decanoate [peroxisome]	C10H19O2	C01571	CHEBI:27689	MNXM1043	1467881636
decanoyl-CoA [peroxisome]	C31H51N7O17P3S	C05274	CHEBI:61430	MNXM486	1467908162
decaprenyl diphosphate [lipid particle]	C50H82O7P2	C17432	CHEBI:53043	MNXM1721	1467903462
dehydro-D-arabinono-1,4-lactone [cytoplasm]	C5H5O5	C06316	CHEBI:58277	MNXM3254	1467916578
Delta(6)-trans,Delta(8)-cis-leukotriene B4 [cytoplasm]	C20H31O4	nan	CHEBI:53027	MNXM507621	1467886730
Delta(6)-trans,Delta(8)-cis-leukotriene B4 [nucleus]	C20H31O4	nan	CHEBI:53027	MNXM507621	1467886730
deoxycytidine [cytoplasm]	C9H13N3O4	C00881	CHEBI:15698	MNXM704	1467875609
deoxycytidine [extracellular]	C9H13N3O4	C00881	CHEBI:15698	MNXM704	1467875609
dethiobiotin [cytoplasm]	C10H17N2O3	C01909	CHEBI:57861	MNXM1020	1467884631
dGDP [cytoplasm]	C10H13N5O10P2	C00361	CHEBI:58595	MNXM436	1467870093
dGDP [nucleus]	C10H13N5O10P2	C00361	CHEBI:58595	MNXM436	1467870093
dGMP [cytoplasm]	C10H12N5O7P	C00362	CHEBI:57673	MNXM546	1467870104
dGMP [mitochondrion]	C10H12N5O7P	C00362	CHEBI:57673	MNXM546	1467870104
dGTP [cytoplasm]	C10H13N5O13P3	C00286	CHEBI:57794	MNXM344	1467869250
dIDP [cytoplasm]	C10H13N4O10P2	C01344	CHEBI:28823	MNXM2174	1467879896
diglyceride backbone [endoplasmic reticulum]	C3H4O	C00165	CHEBI:18035	MNXM59	1467867772
dihydrofolic acid [cytoplasm]	C19H19N7O6	C00415	CHEBI:57451	MNXM281	1467870719
dihydrofolic acid [mitochondrion]	C19H19N7O6	C00415	CHEBI:57451	MNXM281	1467870719
dihydrolipoamide [mitochondrion]	C8H17NOS2	C00579	CHEBI:17694	MNXM1277	1467872504
dihydrolipoylprotein [mitochondrion]	C8H15OS2R	C02972	CHEBI:16194	MNXM1663	1467892696
dihydroxyacetone phosphate [cytoplasm]	C3H5O6P	C00111	CHEBI:57642	MNXM77	1467867028
dihydroxyacetone phosphate [lipid particle]	C3H5O6P	C00111	CHEBI:57642	MNXM77	1467867028
dihydroxyacetone phosphate [mitochondrion]	C3H5O6P	C00111	CHEBI:57642	MNXM77	1467867028
diphosphate [cytoplasm]	HO7P2	C00013	CHEBI:33019	MNXM11	1467865687
diphosphate [lipid particle]	HO7P2	C00013	CHEBI:33019	MNXM11	1467865687
diphosphate [mitochondrion]	HO7P2	C00013	CHEBI:33019	MNXM11	1467865687
diphosphate [nucleus]	HO7P2	C00013	CHEBI:33019	MNXM11	1467865687
diphosphate [peroxisome]	HO7P2	C00013	CHEBI:33019	MNXM11	1467865687
dITP [cytoplasm]	C10H13N4O13P3	C01345	CHEBI:61382	MNXM1325	1467879906
docosaprenyl diphosphate [lipid particle]	C110H178O7P2	nan	CHEBI:53031	MNXM51449	1468185745
dodecaprenyl diphosphate [lipid particle]	C60H98O7P2	nan	CHEBI:53041	MNXM11433	1468185825
dolichol [cytoplasm]	C25H44O	C00381	CHEBI:16091	MNXM797	1467870327
dolichyl D-mannosyl phosphate [endoplasmic reticulum]	C26H47O9P	C03862	CHEBI:15809	MNXM296	1467879115
dolichyl phosphate [cytoplasm]	C20H37O4P	C00110	CHEBI:16214	MNXM278	1467867018
dolichyl phosphate [endoplasmic reticulum]	C20H37O4P	C00110	CHEBI:16214	MNXM278	1467867018
dTDP [cytoplasm]	C10H14N2O11P2	C00363	CHEBI:58369	MNXM152	1467870119
dTMP [cytoplasm]	C10H13N2O8P	C00364	CHEBI:17013	MNXM257	1467870132
dTTP [cytoplasm]	C10H14N2O14P3	C00459	CHEBI:58370	MNXM394	1467871146
dTTP [extracellular]	C10H14N2O14P3	C00459	CHEBI:58370	MNXM394	1467871146
dUDP [cytoplasm]	C9H12N2O11P2	C01346	CHEBI:60471	MNXM572	1467879916
dUDP [nucleus]	C9H12N2O11P2	C01346	CHEBI:60471	MNXM572	1467879916
dUMP [cytoplasm]	C9H11N2O8P	C00365	CHEBI:246422	MNXM234	1467870149
dUMP [nucleus]	C9H11N2O8P	C00365	CHEBI:246422	MNXM234	1467870149
dUTP [cytoplasm]	C9H12N2O14P3	C00460	CHEBI:58212	MNXM452	1467871159
episterol [cytoplasm]	C28H46O	C15777	CHEBI:23929	MNXM52365	1468004597
episterol [extracellular]	C28H46O	C15777	CHEBI:23929	MNXM52365	1468004597
ergosta-5,7,22,24(28)-tetraen-3beta-ol [cytoplasm]	C28H42O	C05440	CHEBI:18249	MNXM1109	1467909472
ergosta-5,7,22,24(28)-tetraen-3beta-ol [endoplasmic reticulum]	C28H42O	C05440	CHEBI:18249	MNXM1109	1467909472
